Roll Number,Name of Category of Admission Test,Marks Obtained
5790,Pre-Medical (PU-M),0
5791,Pre-Medical (PU-M),0
5792,Pre-Medical (PU-M),56
5793,Pre-Medical (PU-M),62
5794,Pre-Medical (PU-M),0
5795,ICS with Physics Combination (PU-CSP),46
5796,ICS with Physics Combination (PU-CSP),69
5799,ICS with Physics Combination (PU-CSP),62
5801,ICS with Physics Combination (PU-CSP),51
5803,ICS with Physics Combination (PU-CSP),46
5805,ICS with Physics Combination (PU-CSP),70
5807,ICS with Physics Combination (PU-CSP),75
5808,ICS with Physics Combination (PU-CSP),50
5809,ICS with Physics Combination (PU-CSP),74
5811,ICS with Physics Combination (PU-CSP),61
5812,ICS with Physics Combination (PU-CSP),46
5813,ICS with Physics Combination (PU-CSP),34
5814,ICS with Physics Combination (PU-CSP),37
5815,ICS with Physics Combination (PU-CSP),42
5816,ICS with Physics Combination (PU-CSP),53
5817,ICS with Physics Combination (PU-CSP),0
5818,ICS with Physics Combination (PU-CSP),45
5819,ICS with Physics Combination (PU-CSP),48
5820,ICS with Physics Combination (PU-CSP),42
5821,ICS with Physics Combination (PU-CSP),0
5822,ICS with Physics Combination (PU-CSP),28
5823,ICS with Physics Combination (PU-CSP),61
5824,ICS with Physics Combination (PU-CSP),34
5825,ICS with Physics Combination (PU-CSP),41
5826,ICS with Physics Combination (PU-CSP),34
5828,ICS with Physics Combination (PU-CSP),43
5829,ICS with Physics Combination (PU-CSP),43
5830,ICS with Physics Combination (PU-CSP),37
5831,ICS with Physics Combination (PU-CSP),64
5832,ICS with Physics Combination (PU-CSP),48
5833,ICS with Physics Combination (PU-CSP),48
5834,ICS with Physics Combination (PU-CSP),56
5835,ICS with Physics Combination (PU-CSP),0
5836,ICS with Physics Combination (PU-CSP),53
5837,ICS with Physics Combination (PU-CSP),47
5839,ICS with Physics Combination (PU-CSP),71
5842,ICS with Physics Combination (PU-CSP),38
5843,ICS with Physics Combination (PU-CSP),33
5844,ICS with Physics Combination (PU-CSP),0
5845,ICS with Physics Combination (PU-CSP),40
5846,ICS with Physics Combination (PU-CSP),40
5847,ICS with Physics Combination (PU-CSP),55
5848,ICS with Physics Combination (PU-CSP),40
5849,ICS with Physics Combination (PU-CSP),72
5850,ICS with Physics Combination (PU-CSP),43
5851,ICS with Physics Combination (PU-CSP),39
5852,ICS with Physics Combination (PU-CSP),48
5854,ICS with Physics Combination (PU-CSP),48
5857,ICS with Physics Combination (PU-CSP),41
5858,ICS with Physics Combination (PU-CSP),53
5859,ICS with Physics Combination (PU-CSP),36
5860,ICS with Physics Combination (PU-CSP),37
5862,ICS with Physics Combination (PU-CSP),59
5863,ICS with Physics Combination (PU-CSP),60
5864,ICS with Physics Combination (PU-CSP),47
5865,ICS with Physics Combination (PU-CSP),0
5866,ICS with Physics Combination (PU-CSP),58
5867,ICS with Physics Combination (PU-CSP),45
5868,ICS with Physics Combination (PU-CSP),44
5869,ICS with Physics Combination (PU-CSP),29
5870,ICS with Physics Combination (PU-CSP),44
5871,ICS with Physics Combination (PU-CSP),0
5873,ICS with Physics Combination (PU-CSP),0
5874,ICS with Physics Combination (PU-CSP),0
5875,ICS with Physics Combination (PU-CSP),67
5876,ICS with Physics Combination (PU-CSP),54
5877,ICS with Physics Combination (PU-CSP),48
5878,ICS with Physics Combination (PU-CSP),54
5879,ICS with Physics Combination (PU-CSP),0
5881,ICS with Physics Combination (PU-CSP),59
5882,ICS with Physics Combination (PU-CSP),47
5883,ICS with Physics Combination (PU-CSP),0
5884,ICS with Physics Combination (PU-CSP),0
5886,Pre-Medical (PU-M),53
5887,Pre-Medical (PU-M),42
5889,Pre-Medical (PU-M),49
5890,Pre-Medical (PU-M),73
5891,Pre-Medical (PU-M),65
5892,Pre-Medical (PU-M),0
5893,Pre-Medical (PU-M),62
5894,Pre-Medical (PU-M),48
5895,Pre-Medical (PU-M),38
5896,Pre-Medical (PU-M),45
5897,Pre-Medical (PU-M),45
5899,Pre-Medical (PU-M),44
5900,Pre-Medical (PU-M),41
5901,Pre-Medical (PU-M),65
5902,Pre-Medical (PU-M),38
5903,Pre-Medical (PU-M),61
5905,Pre-Medical (PU-M),0
5906,Pre-Medical (PU-M),81
5907,Pre-Medical (PU-M),81
5908,Pre-Medical (PU-M),43
5910,Pre-Medical (PU-M),38
5911,ICS with Statistics Combination (PU-CSS),46
5912,ICS with Statistics Combination (PU-CSS),61
5913,ICS with Statistics Combination (PU-CSS),62
5914,ICS with Statistics Combination (PU-CSS),44
5915,ICS with Statistics Combination (PU-CSS),51
5916,ICS with Statistics Combination (PU-CSS),63
5918,ICS with Statistics Combination (PU-CSS),51
5919,Pre-Engineering (PU-E),54
5921,Pre-Engineering (PU-E),44
5922,Pre-Engineering (PU-E),35
5923,Pre-Engineering (PU-E),35
5924,Pre-Engineering (PU-E),38
5925,Pre-Engineering (PU-E),83
5927,Pre-Engineering (PU-E),61
5930,Pre-Engineering (PU-E),0
5931,Pre-Medical (PU-M),79
5932,Pre-Medical (PU-M),0
5933,Pre-Medical (PU-M),61
5934,Pre-Medical (PU-M),54
5936,Pre-Medical (PU-M),49
5937,Pre-Medical (PU-M),49
5939,Pre-Medical (PU-M),61
5940,Pre-Medical (PU-M),59
5941,Pre-Medical (PU-M),50
5942,Pre-Medical (PU-M),0
5943,Pre-Medical (PU-M),0
5944,Pre-Medical (PU-M),63
5945,Pre-Medical (PU-M),0
5946,Pre-Medical (PU-M),68
5947,Pre-Medical (PU-M),58
5948,Pre-Medical (PU-M),53
5949,Pre-Medical (PU-M),49
5950,Pre-Medical (PU-M),50
5951,Pre-Medical (PU-M),47
5953,Pre-Medical (PU-M),66
5954,Pre-Medical (PU-M),52
5955,Pre-Medical (PU-M),57
5956,Pre-Medical (PU-M),46
5957,Pre-Medical (PU-M),45
5958,Pre-Medical (PU-M),51
5959,Pre-Medical (PU-M),48
5960,Pre-Medical (PU-M),0
5962,Pre-Medical (PU-M),66
5963,Pre-Medical (PU-M),63
5964,Pre-Medical (PU-M),44
5965,Pre-Medical (PU-M),39
5967,Pre-Medical (PU-M),0
5968,Pre-Medical (PU-M),39
5969,Pre-Medical (PU-M),57
5971,Pre-Medical (PU-M),0
5972,Pre-Medical (PU-M),52
5973,Pre-Medical (PU-M),61
5974,Pre-Medical (PU-M),56
5975,Pre-Medical (PU-M),0
5976,Pre-Medical (PU-M),59
5977,Pre-Medical (PU-M),44
5978,Pre-Medical (PU-M),71
5979,Pre-Medical (PU-M),65
5980,Pre-Medical (PU-M),57
5981,Pre-Medical (PU-M),72
5982,Pre-Medical (PU-M),68
5983,Pre-Medical (PU-M),55
5984,Pre-Medical (PU-M),55
5985,Pre-Medical (PU-M),38
5986,Pre-Medical (PU-M),55
5987,Pre-Medical (PU-M),53
5988,Pre-Medical (PU-M),53
5989,Pre-Medical (PU-M),44
5990,Pre-Medical (PU-M),72
5991,Pre-Medical (PU-M),53
5993,ICS with Statistics Combination (PU-CSS),62
5994,ICS with Statistics Combination (PU-CSS),65
5995,ICS with Statistics Combination (PU-CSS),73
5996,ICS with Statistics Combination (PU-CSS),56
5997,ICS with Statistics Combination (PU-CSS),58
5998,ICS with Statistics Combination (PU-CSS),58
5999,Pre-Engineering (PU-E),72
2001,Pre-Medical (PU-M),64
2002,Pre-Medical (PU-M),54
2003,Pre-Medical (PU-M),0
2006,Pre-Medical (PU-M),54
2007,Pre-Medical (PU-M),70
2009,Pre-Medical (PU-M),0
2010,Pre-Medical (PU-M),0
2011,Pre-Medical (PU-M),60
2012,Pre-Medical (PU-M),60
2013,Pre-Medical (PU-M),49
2014,Pre-Medical (PU-M),67
2015,Pre-Medical (PU-M),67
2016,Pre-Medical (PU-M),60
2017,Pre-Medical (PU-M),74
2018,Pre-Medical (PU-M),0
2019,Pre-Medical (PU-M),63
2020,Pre-Medical (PU-M),63
2022,Pre-Medical (PU-M),52
2023,Pre-Medical (PU-M),52
2024,Pre-Medical (PU-M),52
2026,Pre-Medical (PU-M),0
2027,Pre-Medical (PU-M),74
2028,Pre-Medical (PU-M),0
2029,Pre-Medical (PU-M),67
2030,Pre-Medical (PU-M),67
2032,Pre-Medical (PU-M),72
2034,Pre-Medical (PU-M),35
2035,Pre-Medical (PU-M),69
2036,Pre-Medical (PU-M),63
2038,Pre-Medical (PU-M),66
2040,Pre-Medical (PU-M),59
2041,Pre-Medical (PU-M),59
2042,Pre-Medical (PU-M),68
2043,Pre-Medical (PU-M),61
2044,Pre-Medical (PU-M),0
2045,Pre-Medical (PU-M),85
2046,Pre-Medical (PU-M),48
2047,Pre-Medical (PU-M),53
2052,Pre-Medical (PU-M),59
2053,Pre-Medical (PU-M),66
2054,Pre-Medical (PU-M),46
2055,Pre-Medical (PU-M),0
2056,Pre-Medical (PU-M),56
2057,Pre-Medical (PU-M),44
2058,Pre-Medical (PU-M),66
2059,Pre-Medical (PU-M),50
2060,Pre-Medical (PU-M),64
2061,Pre-Medical (PU-M),61
2062,Pre-Medical (PU-M),61
2063,Pre-Medical (PU-M),36
2064,Pre-Medical (PU-M),60
2065,Pre-Medical (PU-M),53
2066,Pre-Medical (PU-M),53
2067,Pre-Medical (PU-M),53
2068,Pre-Medical (PU-M),58
2069,Pre-Medical (PU-M),0
2070,Pre-Medical (PU-M),0
2071,Pre-Medical (PU-M),0
2073,Pre-Medical (PU-M),0
2074,Pre-Medical (PU-M),63
2075,Pre-Medical (PU-M),63
2076,Pre-Medical (PU-M),67
2077,Pre-Medical (PU-M),0
2078,Pre-Medical (PU-M),78
2079,Pre-Medical (PU-M),60
2080,Pre-Medical (PU-M),44
2081,Pre-Medical (PU-M),57
2082,Pre-Medical (PU-M),59
2083,Pre-Medical (PU-M),0
2084,Pre-Medical (PU-M),0
2085,Pre-Medical (PU-M),0
2086,Pre-Medical (PU-M),0
2087,Pre-Medical (PU-M),45
2088,Pre-Medical (PU-M),59
2089,Pre-Medical (PU-M),55
2090,Pre-Medical (PU-M),0
2091,Pre-Medical (PU-M),26
2093,Pre-Medical (PU-M),54
2096,Pre-Medical (PU-M),51
2097,Pre-Medical (PU-M),0
2098,Pre-Medical (PU-M),71
2099,Pre-Medical (PU-M),53
2100,Pre-Medical (PU-M),68
2101,Pre-Medical (PU-M),0
2102,Pre-Medical (PU-M),66
2103,Pre-Medical (PU-M),67
2104,Pre-Medical (PU-M),37
2105,Pre-Medical (PU-M),80
2106,Pre-Medical (PU-M),50
2107,Pre-Medical (PU-M),41
2108,Pre-Medical (PU-M),50
2109,Pre-Medical (PU-M),59
2110,Pre-Medical (PU-M),56
2111,Pre-Medical (PU-M),54
2112,Pre-Medical (PU-M),55
2113,Pre-Medical (PU-M),43
2114,Pre-Medical (PU-M),64
2115,Pre-Medical (PU-M),66
2116,Pre-Medical (PU-M),56
2117,Pre-Medical (PU-M),62
2118,Pre-Medical (PU-M),56
2119,Pre-Medical (PU-M),67
2120,Pre-Medical (PU-M),0
2122,Pre-Medical (PU-M),43
2123,Pre-Medical (PU-M),36
2124,Pre-Medical (PU-M),55
2125,Pre-Medical (PU-M),53
2126,Pre-Medical (PU-M),53
2128,Pre-Engineering (PU-E),37
2129,Pre-Engineering (PU-E),61
2130,Pre-Engineering (PU-E),76
2131,Pre-Engineering (PU-E),79
2132,Pre-Engineering (PU-E),60
2133,Pre-Engineering (PU-E),48
2134,Pre-Engineering (PU-E),49
2136,Pre-Engineering (PU-E),66
2137,Pre-Engineering (PU-E),62
2138,Pre-Engineering (PU-E),43
2140,Pre-Engineering (PU-E),64
2141,Pre-Engineering (PU-E),74
2142,Pre-Engineering (PU-E),0
2143,Pre-Engineering (PU-E),54
2144,Pre-Engineering (PU-E),72
2145,Pre-Engineering (PU-E),81
2146,Pre-Engineering (PU-E),51
2147,Pre-Engineering (PU-E),66
2148,Pre-Engineering (PU-E),43
2149,Pre-Engineering (PU-E),72
2150,Pre-Engineering (PU-E),78
2151,Pre-Engineering (PU-E),54
2152,Pre-Engineering (PU-E),67
2153,Pre-Engineering (PU-E),72
2154,Pre-Engineering (PU-E),67
2157,Pre-Engineering (PU-E),72
2158,Pre-Engineering (PU-E),66
2159,Pre-Engineering (PU-E),60
2161,Pre-Engineering (PU-E),48
2162,Pre-Engineering (PU-E),69
2163,Pre-Engineering (PU-E),69
2164,Pre-Engineering (PU-E),76
2165,Pre-Engineering (PU-E),67
2166,Pre-Engineering (PU-E),54
2167,Pre-Engineering (PU-E),55
2168,Pre-Engineering (PU-E),46
2169,Pre-Engineering (PU-E),80
2170,Pre-Engineering (PU-E),45
2171,Pre-Engineering (PU-E),64
2172,Pre-Engineering (PU-E),53
2173,Pre-Engineering (PU-E),74
2174,Pre-Engineering (PU-E),58
2175,Pre-Engineering (PU-E),52
2176,Pre-Engineering (PU-E),56
2177,Pre-Engineering (PU-E),50
2178,Pre-Engineering (PU-E),53
2179,Pre-Engineering (PU-E),62
2180,Pre-Engineering (PU-E),71
2181,Pre-Engineering (PU-E),71
2182,Pre-Engineering (PU-E),57
2183,Pre-Engineering (PU-E),59
2184,Pre-Engineering (PU-E),42
2185,Pre-Engineering (PU-E),53
2186,Pre-Engineering (PU-E),48
2188,Pre-Engineering (PU-E),59
2189,Pre-Engineering (PU-E),40
2190,Pre-Engineering (PU-E),75
2191,Pre-Engineering (PU-E),49
2192,Pre-Engineering (PU-E),74
2193,Pre-Engineering (PU-E),29
2194,Pre-Engineering (PU-E),25
2195,Pre-Engineering (PU-E),30
2196,Pre-Engineering (PU-E),49
2197,Pre-Engineering (PU-E),48
2199,Pre-Engineering (PU-E),45
2200,Pre-Engineering (PU-E),68
2201,Pre-Engineering (PU-E),74
2202,Pre-Engineering (PU-E),74
2203,Pre-Engineering (PU-E),28
2204,Pre-Engineering (PU-E),55
2205,Pre-Engineering (PU-E),57
2206,Pre-Engineering (PU-E),65
2207,Pre-Engineering (PU-E),61
2208,Pre-Medical (PU-M),77
2210,Pre-Medical (PU-M),63
2211,Pre-Medical (PU-M),70
2212,Pre-Medical (PU-M),54
2213,Pre-Medical (PU-M),40
2214,Pre-Medical (PU-M),75
2215,Pre-Medical (PU-M),0
2216,Pre-Medical (PU-M),62
2217,Pre-Medical (PU-M),39
2218,Pre-Medical (PU-M),42
2219,Pre-Medical (PU-M),42
2220,Pre-Medical (PU-M),62
2221,Pre-Medical (PU-M),31
2222,Pre-Medical (PU-M),0
2223,Pre-Medical (PU-M),46
2224,Pre-Medical (PU-M),62
2225,Pre-Medical (PU-M),73
2226,Pre-Medical (PU-M),71
2227,Pre-Medical (PU-M),53
2228,Pre-Medical (PU-M),49
2229,Pre-Medical (PU-M),68
2230,Pre-Medical (PU-M),46
2231,Pre-Medical (PU-M),68
2232,Pre-Medical (PU-M),46
2233,Pre-Medical (PU-M),46
2234,Pre-Medical (PU-M),62
2235,Pre-Medical (PU-M),64
2236,Pre-Medical (PU-M),64
2237,Pre-Medical (PU-M),49
2238,Pre-Medical (PU-M),41
2239,Pre-Medical (PU-M),42
2241,Pre-Medical (PU-M),47
2242,Pre-Medical (PU-M),78
2243,Pre-Medical (PU-M),51
2244,Pre-Medical (PU-M),58
2245,Pre-Medical (PU-M),75
2246,Pre-Medical (PU-M),57
2247,Pre-Medical (PU-M),74
2248,Pre-Medical (PU-M),0
2250,Pre-Medical (PU-M),65
2251,Pre-Medical (PU-M),55
2252,Pre-Medical (PU-M),78
2253,Pre-Medical (PU-M),70
2254,Pre-Medical (PU-M),79
2255,Pre-Medical (PU-M),32
2256,Pre-Medical (PU-M),78
2257,Pre-Medical (PU-M),48
2258,Pre-Medical (PU-M),46
2259,Pre-Medical (PU-M),65
2261,Pre-Medical (PU-M),46
2262,Pre-Medical (PU-M),46
2263,Pre-Medical (PU-M),69
2264,Pre-Medical (PU-M),69
2265,Pre-Medical (PU-M),0
2266,Pre-Medical (PU-M),62
2268,Pre-Medical (PU-M),49
2269,Pre-Medical (PU-M),58
2270,Pre-Medical (PU-M),80
2271,Pre-Medical (PU-M),46
2272,Pre-Medical (PU-M),80
2273,Pre-Medical (PU-M),56
2274,Pre-Medical (PU-M),46
2275,Pre-Medical (PU-M),42
2276,Pre-Medical (PU-M),67
2277,Pre-Medical (PU-M),74
2278,Pre-Medical (PU-M),63
2279,Pre-Medical (PU-M),74
2280,Pre-Medical (PU-M),55
2281,Pre-Medical (PU-M),57
2282,Pre-Medical (PU-M),61
2283,Pre-Medical (PU-M),61
2284,Pre-Medical (PU-M),59
2285,Pre-Medical (PU-M),63
2286,Pre-Medical (PU-M),48
2287,Pre-Medical (PU-M),54
2288,ICS with Physics Combination (PU-CSP),57
2289,ICS with Physics Combination (PU-CSP),43
2290,ICS with Physics Combination (PU-CSP),44
2291,ICS with Physics Combination (PU-CSP),47
2292,ICS with Physics Combination (PU-CSP),43
2293,ICS with Physics Combination (PU-CSP),42
2295,ICS with Physics Combination (PU-CSP),32
2296,ICS with Physics Combination (PU-CSP),52
2297,ICS with Physics Combination (PU-CSP),57
2298,ICS with Physics Combination (PU-CSP),52
2300,ICS with Physics Combination (PU-CSP),0
2301,ICS with Physics Combination (PU-CSP),72
2303,ICS with Physics Combination (PU-CSP),37
2305,ICS with Physics Combination (PU-CSP),68
2306,ICS with Physics Combination (PU-CSP),0
2308,ICS with Physics Combination (PU-CSP),55
2309,ICS with Physics Combination (PU-CSP),61
2310,ICS with Physics Combination (PU-CSP),42
2312,ICS with Physics Combination (PU-CSP),69
2313,ICS with Physics Combination (PU-CSP),57
2314,ICS with Physics Combination (PU-CSP),43
2315,ICS with Physics Combination (PU-CSP),66
2316,ICS with Physics Combination (PU-CSP),70
2317,ICS with Physics Combination (PU-CSP),59
2318,ICS with Physics Combination (PU-CSP),36
2319,ICS with Physics Combination (PU-CSP),0
2321,ICS with Physics Combination (PU-CSP),0
2322,ICS with Physics Combination (PU-CSP),48
2324,ICS with Physics Combination (PU-CSP),49
2325,ICS with Physics Combination (PU-CSP),42
2326,ICS with Physics Combination (PU-CSP),54
2327,ICS with Physics Combination (PU-CSP),58
2329,ICS with Physics Combination (PU-CSP),52
2330,ICS with Physics Combination (PU-CSP),45
2331,Pre-Engineering (PU-E),64
2332,ICS with Physics Combination (PU-CSP),53
2333,ICS with Physics Combination (PU-CSP),0
2334,ICS with Physics Combination (PU-CSP),0
2335,ICS with Physics Combination (PU-CSP),53
2336,ICS with Physics Combination (PU-CSP),0
2337,ICS with Physics Combination (PU-CSP),51
2338,ICS with Physics Combination (PU-CSP),58
2340,ICS with Physics Combination (PU-CSP),67
2341,ICS with Physics Combination (PU-CSP),0
2342,ICS with Physics Combination (PU-CSP),52
2343,ICS with Physics Combination (PU-CSP),43
2344,ICS with Physics Combination (PU-CSP),59
2345,ICS with Physics Combination (PU-CSP),72
2346,ICS with Physics Combination (PU-CSP),80
2347,Pre-Medical (PU-M),84
2348,Pre-Medical (PU-M),47
2349,Pre-Medical (PU-M),0
2350,Pre-Medical (PU-M),0
2351,Pre-Medical (PU-M),59
2352,Pre-Medical (PU-M),53
2353,Pre-Medical (PU-M),61
2354,Pre-Medical (PU-M),57
2355,Pre-Medical (PU-M),35
2356,Pre-Medical (PU-M),40
2357,Pre-Medical (PU-M),0
2360,Pre-Medical (PU-M),39
2361,Pre-Medical (PU-M),54
2362,Pre-Medical (PU-M),50
2363,Pre-Medical (PU-M),57
2365,Pre-Medical (PU-M),44
2366,Pre-Medical (PU-M),0
2367,Pre-Medical (PU-M),60
2368,Pre-Medical (PU-M),40
2369,Pre-Medical (PU-M),39
2370,Pre-Medical (PU-M),51
2371,Pre-Medical (PU-M),0
2372,Pre-Medical (PU-M),51
2373,Pre-Medical (PU-M),51
2374,Pre-Medical (PU-M),56
2375,Pre-Medical (PU-M),0
2376,Pre-Medical (PU-M),56
2377,Pre-Medical (PU-M),37
2378,Pre-Medical (PU-M),42
2379,Pre-Medical (PU-M),39
2380,Pre-Medical (PU-M),48
2381,Pre-Medical (PU-M),68
2382,Pre-Medical (PU-M),51
2383,Pre-Medical (PU-M),51
2384,Pre-Medical (PU-M),72
2385,Pre-Medical (PU-M),52
2386,Pre-Medical (PU-M),0
2388,Pre-Medical (PU-M),0
2389,Pre-Medical (PU-M),46
2390,Pre-Medical (PU-M),57
2391,Pre-Medical (PU-M),63
2393,Pre-Medical (PU-M),60
2394,Pre-Medical (PU-M),73
2395,Pre-Medical (PU-M),38
2396,Pre-Medical (PU-M),49
2397,Pre-Medical (PU-M),38
2398,Pre-Medical (PU-M),61
2399,Pre-Medical (PU-M),41
2400,Pre-Medical (PU-M),55
2401,Pre-Medical (PU-M),64
2402,Pre-Medical (PU-M),43
2403,Pre-Medical (PU-M),0
2404,Pre-Medical (PU-M),46
2405,Pre-Medical (PU-M),52
2406,Pre-Medical (PU-M),56
2407,Pre-Medical (PU-M),24
2408,Pre-Medical (PU-M),0
2409,Pre-Medical (PU-M),56
2410,Pre-Medical (PU-M),56
2411,Pre-Medical (PU-M),0
2412,Pre-Medical (PU-M),0
2413,Pre-Medical (PU-M),0
2414,Pre-Medical (PU-M),42
2415,Pre-Medical (PU-M),55
2416,Pre-Medical (PU-M),49
2417,Pre-Medical (PU-M),46
2418,Pre-Medical (PU-M),79
2419,Pre-Medical (PU-M),79
2420,Pre-Medical (PU-M),50
2421,Pre-Medical (PU-M),0
2422,Pre-Medical (PU-M),0
2423,Pre-Medical (PU-M),62
2424,Pre-Engineering (PU-E),64
2425,Pre-Engineering (PU-E),56
2426,Pre-Engineering (PU-E),50
2427,Pre-Engineering (PU-E),52
2428,Pre-Engineering (PU-E),70
2429,Pre-Engineering (PU-E),30
2430,Pre-Engineering (PU-E),35
2431,Pre-Engineering (PU-E),49
2433,Pre-Engineering (PU-E),75
2434,Pre-Engineering (PU-E),77
2435,Pre-Engineering (PU-E),38
2436,Pre-Engineering (PU-E),68
2437,Pre-Engineering (PU-E),48
2439,Pre-Engineering (PU-E),58
2440,Pre-Engineering (PU-E),61
2441,Pre-Engineering (PU-E),59
2442,Pre-Engineering (PU-E),77
2444,Pre-Engineering (PU-E),63
2445,Pre-Engineering (PU-E),41
2446,Pre-Engineering (PU-E),71
2447,Pre-Engineering (PU-E),0
2448,Pre-Engineering (PU-E),52
2450,Pre-Engineering (PU-E),56
2451,Pre-Engineering (PU-E),49
2452,Pre-Engineering (PU-E),51
2454,Pre-Engineering (PU-E),61
2455,Pre-Engineering (PU-E),30
2457,Pre-Engineering (PU-E),59
2459,Pre-Engineering (PU-E),69
2460,Pre-Engineering (PU-E),57
2461,Pre-Engineering (PU-E),47
2462,Pre-Engineering (PU-E),66
2463,Pre-Engineering (PU-E),43
2464,Pre-Engineering (PU-E),53
2465,Pre-Engineering (PU-E),74
2466,Pre-Engineering (PU-E),74
2468,Pre-Engineering (PU-E),52
2469,Pre-Engineering (PU-E),67
2470,Pre-Engineering (PU-E),58
2471,Pre-Engineering (PU-E),62
2472,Pre-Engineering (PU-E),55
2473,Pre-Engineering (PU-E),48
2474,Pre-Engineering (PU-E),61
2475,Pre-Engineering (PU-E),50
2476,Pre-Engineering (PU-E),49
2477,Pre-Engineering (PU-E),75
2478,Pre-Engineering (PU-E),34
2479,Pre-Engineering (PU-E),58
2480,Pre-Engineering (PU-E),35
2481,Pre-Engineering (PU-E),58
2482,Pre-Engineering (PU-E),43
2483,Pre-Engineering (PU-E),0
2485,Pre-Engineering (PU-E),41
2486,Pre-Engineering (PU-E),0
2487,Pre-Engineering (PU-E),58
2488,Pre-Engineering (PU-E),0
2489,Pre-Engineering (PU-E),48
2490,Pre-Engineering (PU-E),60
2491,Pre-Engineering (PU-E),75
2492,Pre-Engineering (PU-E),0
2493,Pre-Engineering (PU-E),42
2495,Pre-Engineering (PU-E),71
2496,Pre-Engineering (PU-E),63
2499,Pre-Engineering (PU-E),51
2500,Pre-Engineering (PU-E),35
2501,Pre-Engineering (PU-E),68
2502,Pre-Engineering (PU-E),38
2503,Pre-Engineering (PU-E),49
2504,Pre-Engineering (PU-E),46
2505,Pre-Engineering (PU-E),73
2506,Pre-Engineering (PU-E),43
2508,Pre-Engineering (PU-E),0
2509,Pre-Engineering (PU-E),61
2510,Pre-Engineering (PU-E),0
2511,Pre-Engineering (PU-E),0
2512,Pre-Engineering (PU-E),62
2513,Pre-Engineering (PU-E),60
2514,Pre-Engineering (PU-E),42
2516,Pre-Engineering (PU-E),52
2517,Pre-Engineering (PU-E),0
2518,Pre-Engineering (PU-E),22
2519,Pre-Engineering (PU-E),62
2521,Pre-Engineering (PU-E),64
2522,Pre-Engineering (PU-E),72
2523,Pre-Engineering (PU-E),40
2524,Pre-Engineering (PU-E),50
2525,Pre-Engineering (PU-E),54
2526,Pre-Engineering (PU-E),60
2528,Pre-Medical (PU-M),67
2529,Pre-Medical (PU-M),56
2530,Pre-Medical (PU-M),79
2531,Pre-Medical (PU-M),67
2532,Pre-Medical (PU-M),51
2533,Pre-Medical (PU-M),54
2534,Pre-Medical (PU-M),0
